state,month,handle,sports_books,gross_revenue,adjusted_revenue,gross_win_rate,adjusted_win_rate,mobile_handle_percentage,mobile_handle_dollars,hold,taxes,number_of_regions
Indiana,2025-07-01,284895675,12 (11 Mobile),34447023,NA,NA,NA,NA,280089368,12.09,3272737,NA
Indiana,2025-08-01,361145386,12 (11 Mobile),45512936,NA,NA,NA,NA,354505795,12.6,4323729,NA
Iowa,2019-08-01,8576341,13 (7 Mobile),2161807,NA,NA,NA,NA,3670446,25.21,145915,NA
Iowa,2019-09-01,38545352,15 (7 Mobile),4959745,NA,NA,NA,NA,21810316,12.87,334780,NA
Iowa,2019-10-01,46500331,18 (7 Mobile),5658131,NA,NA,NA,NA,25923748,12.17,381379,NA
Iowa,2019-11-01,59344806,18 (9 Mobile),3599750,NA,NA,NA,NA,33665752,6.07,242903,NA
Iowa,2019-12-01,59258838,19 (10 Mobile),2904257,NA,NA,NA,NA,33450318,4.9,198872,NA
Iowa,2020-01-01,58027141,19 (10 Mobile),3234794,NA,NA,NA,NA,33846095,5.5,223571,NA
Iowa,2020-02-01,56920783,19 (10 Mobile),755334,NA,NA,NA,NA,37786872,1.3,97962,NA
Iowa,2020-03-01,19576985,19 (10 Mobile),1171164,NA,NA,NA,NA,13316068,5.9,79171,NA
Iowa,2020-04-01,1568497,19 (12 Mobile),150331,NA,NA,NA,NA,1568497,9.6,9502,NA
Iowa,2020-05-01,6976637,19 (13 Mobile),501062,NA,NA,NA,NA,6976637,7.18,32111,NA
Iowa,2020-06-01,12711201,19 (13 Mobile),620740,NA,NA,NA,NA,11581727,4.88,42033,NA
Iowa,2020-07-01,22859622,19 (13 Mobile),2244012,NA,NA,NA,NA,17770140,9.82,151919,NA
Iowa,2020-08-01,50313674,19 (13 Mobile),3003945,NA,NA,NA,NA,34993351,5.97,202316,NA
Iowa,2020-09-01,72397241,19 (13 Mobile),5167819,NA,NA,NA,NA,50010623,7.14,348828,NA
Iowa,2020-10-01,81902416,19 (17 Mobile),9098995,NA,NA,NA,NA,56886207,11.11,612967,NA
Iowa,2020-11-01,87169919,19 (17 Mobile),8144096,NA,NA,NA,NA,62409860,9.34,549726,NA
Iowa,2020-12-01,104815630,19 (17 Mobile),7537004,NA,NA,NA,NA,78074462,7.19,508748,NA
Iowa,2021-01-01,149524789,19 (17 Mobile),11343303,NA,NA,NA,NA,120760377,7.59,765673,NA
Iowa,2021-02-01,143615170,19 (17 Mobile),7708148,NA,NA,NA,NA,125218447,5.37,520444,NA
Iowa,2021-03-01,161439561,19 (18 Mobile),13454158,NA,NA,NA,NA,139389146,8.33,908011,NA
Iowa,2021-04-01,118355535,19 (18 Mobile),7725272,NA,NA,NA,NA,104514350,6.53,521455,NA
Iowa,2021-05-01,114882963,19 (18 Mobile),6133477,NA,NA,NA,NA,99916367,5.34,414175,NA
Iowa,2021-06-01,111176671,19 (18 Mobile),8424699,NA,NA,NA,NA,95130929,7.58,568502,NA
Iowa,2021-07-01,88936377,19 (18 Mobile),7097826,NA,NA,NA,NA,77923573,7.98,479479,NA
Iowa,2021-08-01,108417527,19 (18 Mobile),6604647,NA,NA,NA,NA,96067271,6.09,486608,NA
Iowa,2021-09-01,210434587,19 (18 Mobile),5716038,NA,NA,NA,NA,186544044,2.72,512951,NA
Iowa,2021-10-01,280899986,19 (18 Mobile),6556218,NA,NA,NA,NA,249911710,2.33,514642,NA
Iowa,2021-11-01,287247116,19 (18 Mobile),19746266,NA,NA,NA,NA,260368272,6.87,2063733,NA
Iowa,2021-12-01,266518049,19 (18 Mobile),13371197,NA,NA,NA,NA,241711916,5.02,957637,NA
Iowa,2022-01-01,303327688,19 (18 Mobile),14269557,NA,NA,NA,NA,275864329,4.7,964525,NA
Iowa,2022-02-01,215921313,19 (18 Mobile),8579100,NA,NA,NA,NA,195001068,3.97,593540,NA
Iowa,2022-03-01,233525475,19 (18 Mobile),14411046,NA,NA,NA,NA,208269565,6.17,972991,NA
Iowa,2022-04-01,177370317,19 (18 Mobile),12398243,NA,NA,NA,NA,161420797,6.99,838174,NA
Iowa,2022-05-01,147913284,19 (18 Mobile),12630387,NA,NA,NA,NA,134345354,8.54,850598,NA
Iowa,2022-06-01,122437950,19 (18 Mobile),6568678,NA,NA,NA,NA,111903634,5.36,446594,NA
Iowa,2022-07-01,108556796,19 (17 Mobile),11173191,NA,NA,NA,NA,98363764,10.29,754292,NA
Iowa,2022-08-01,122568313,19 (17 Mobile),14418923,NA,NA,NA,NA,110106476,11.76,969968,NA
Iowa,2022-09-01,200230741,19 (18 Mobile),25417557,NA,NA,NA,NA,177584794,12.69,1716452,NA
Iowa,2022-10-01,238788234,19 (18 Mobile),19137523,NA,NA,NA,NA,212784285,8.01,1293702,NA
Iowa,2022-11-01,247476284,19 (17 Mobile),5802261,NA,NA,NA,NA,223487883,2.34,1596412,NA
Iowa,2022-12-01,229949570,18 (17 Mobile),20745524,NA,NA,NA,NA,206925023,9.02,1351997,NA
Iowa,2023-01-01,233619612,18 (18 Mobile),16543361,NA,NA,NA,NA,207674196,7.08,1081365,NA
Iowa,2023-02-01,193879638,18 (18 Mobile),11871156,NA,NA,NA,NA,176196513,6.12,789626,NA
Iowa,2023-03-01,232614150,18 (18 Mobile),19857210,NA,NA,NA,NA,208995594,8.54,1296262,NA
Iowa,2023-04-01,172589394,19 (18 Mobile),14117868,NA,NA,NA,NA,157530402,8.18,958605,NA
Iowa,2023-05-01,147715126,19 (18 Mobile),16599871,NA,NA,NA,NA,135181455,11.24,1060059,NA
Iowa,2023-06-01,115595593,19 (19 Mobile),7131173,NA,NA,NA,NA,105728089,6.17,570976,NA
Iowa,2023-07-01,109680895,19 (19 Mobile),10568989,NA,NA,NA,NA,101297786,9.64,713772,NA
Iowa,2023-08-01,141295039,19 (19 Mobile),13507280,NA,NA,NA,NA,131920797,9.56,911670,NA
Iowa,2023-09-01,245759020,19 (19 Mobile),24059083,NA,NA,NA,NA,222346243,9.79,1623694,NA
Iowa,2023-10-01,255293522,19 (19 Mobile),24189825,NA,NA,NA,NA,231789985,9.48,1636357,NA
Iowa,2023-11-01,289698466,19 (19 Mobile),14090776,NA,NA,NA,NA,265806185,4.86,954195,NA
Iowa,2023-12-01,282723930,19 (19 Mobile),26251213,NA,NA,NA,NA,258285940,9.29,1770658,NA
Iowa,2024-01-01,259468795,19 (19 Mobile),22064697,NA,NA,NA,NA,238415488,8.5,1493906,NA
Iowa,2024-02-01,220583732,19 (19 Mobile),13608943,NA,NA,NA,NA,203835485,6.17,936744,NA
Iowa,2024-03-01,272366214,19 (19 Mobile),18194914,NA,NA,NA,NA,251964433,6.68,1215325,NA
Iowa,2024-04-01,209522911,19 (19 Mobile),16527342,NA,NA,NA,NA,196573846,7.89,1121383,NA
Iowa,2024-05-01,182461326,18 (19 Mobile),16697596,NA,NA,NA,NA,169461326,9.15,1122675,NA
Iowa,2024-06-01,146682918,18 (18 Mobile),12494103,NA,NA,NA,NA,136696703,8.52,843301,NA
Iowa,2024-07-01,138136616,18 (16 Mobile),13880200,NA,NA,NA,NA,130623913,10.05,936489,NA
Iowa,2024-08-01,166987544,18 (15 Mobile),15755187,NA,NA,NA,NA,156108842,9.43,1058864,NA
Iowa,2024-09-01,270853308,18 (15 Mobile),27459491,NA,NA,NA,NA,252257652,10.14,1853542,NA
Iowa,2024-10-01,294931667,19 (14 Mobile),18443864,NA,NA,NA,NA,275032449,6.25,1245830,NA
Iowa,2024-11-01,315221241,19 (14 Mobile),30069720,NA,NA,NA,NA,293934572,9.54,2028995,NA
Iowa,2024-12-01,293123307,19 (14 Mobile),13286724,NA,NA,NA,NA,273120427,4.53,924260,NA
Iowa,2025-01-01,289730209,19 (14 Mobile),26188816,NA,NA,NA,NA,268957735,9.04,1751827,NA
Iowa,2025-02-01,216451614,19 (13 Mobile),21272944,NA,NA,NA,NA,203512724,9.83,1447793,NA
Iowa,2025-03-01,287826745,19 (12 Mobile),15749320,NA,NA,NA,NA,268107649,5.47,1064423,NA
Iowa,2025-04-01,215555373,19 (12 Mobile),18757824,NA,NA,NA,NA,203813913,8.7,1262556,NA
Iowa,2025-05-01,202573365,18 (13 Mobile),20059489,NA,NA,NA,NA,190932661,9.9,1354896,NA
Iowa,2025-06-01,168169130,18 (13 Mobile),19210711,NA,NA,NA,NA,158888182,11.42,1285089,NA
Iowa,2025-07-01,146718572,19 (13 Mobile),17995577,NA,NA,NA,NA,139376360,12.27,1211876,NA
Iowa,2025-08-01,181612625,18 (11 Mobile),22069518,NA,NA,NA,NA,172218992,12.15,1483295,NA
Kansas,2022-09-01,160527386,4 (6),22014698,NA,13.71,NA,NA,NA,NA,129617,NA
Kansas,2022-10-01,189919311,4 (6),18582842,9205248,9.78,4.85,4.85,NA,NA,141088,NA
Kansas,2022-11-01,186353708,4 (6),19073128,12206457,10.23,6.55,6.55,NA,NA,795784,NA
Kansas,2022-12-01,181977180,4 (6),16835233,10305912,9.25,5.66,5.66,NA,NA,1026140,NA
Kansas,2023-01-01,206060734,4 (6),15105189,5991876,7.33,2.91,2.91,NA,NA,598745,NA
Kansas,2023-02-01,194034469,4 (6),NA,NA,NA,NA,NA,NA,NA,1134,NA
Kansas,2023-03-01,206287094,4 (6),20975191,9113472,10.17,4.42,4.42,NA,NA,911159,NA
Kansas,2023-04-01,132981289,4 (6),14636899,9197202,11.01,6.92,6.92,NA,NA,919720,NA
Kansas,2023-05-01,120323444,4 (6),14550824,8873901,12.09,7.38,7.38,NA,NA,887390,NA
Kansas,2023-06-01,98125865,4 (6),8195048,4094258,8.35,4.17,4.17,NA,NA,409425,NA
Kansas,2023-07-01,79715016,4 (6),9644263,6831761,12.1,8.57,8.57,NA,NA,683176,NA
Kansas,2023-08-01,94415479,4 (6),7662828,4843673,8.12,5.13,5.13,NA,NA,484366,NA
Kansas,2023-09-01,219293493,4 (6),18155498,8060963,8.28,3.68,3.68,NA,NA,806097,NA
Kansas,2023-10-01,249711810,4 (6),25404712,14370289,10.17,5.75,5.75,NA,NA,1437030,NA
Kansas,2023-11-01,260937284,4 (6),18017353,8929684,6.9,3.42,3.42,NA,NA,892968,NA
Kansas,2023-12-01,259678435,4 (6),30913033,20052619,11.9,7.72,7.72,NA,NA,2005621,NA
Kansas,2024-01-01,239618857,4 (6),20864472,14332718,8.71,5.98,5.98,NA,NA,1433272,NA
Kansas,2024-02-01,203046644,4 (6),8463732,3049912,4.17,1.5,1.5,NA,NA,305494,NA
Kansas,2024-03-01,252901770,4 (6),16760995,7146975,6.63,2.83,2.83,NA,NA,714697,NA
Kansas,2024-04-01,192085924,4 (6),17890802,10403947,9.31,5.42,5.42,NA,NA,1040396,NA
Kansas,2024-05-01,172204880,4 (6),17210244,9767648,9.99,5.67,5.67,NA,NA,976764,NA
Kansas,2024-06-01,140102333,4 (6),14518082,9363846,10.36,6.68,6.68,NA,NA,936385,NA
Kansas,2024-07-01,122040797,4 (6),13443364,9199475,11.02,7.54,7.54,NA,NA,919947,NA
Kansas,2024-08-01,146975336,4 (6),10581830,6572880,7.2,4.47,4.47,NA,NA,657288,NA
Kansas,2024-09-01,248870846,4 (6),34077993,18313863,13.69,7.36,7.36,NA,NA,1831387,NA
Kansas,2024-10-01,275916403,4 (6),12970435,4983554,4.7,1.81,1.81,NA,NA,498355,NA
Kansas,2024-11-01,290968780,4 (6),34755047,25527777,11.94,8.77,8.77,NA,NA,2552778,NA
Kansas,2024-12-01,261279554,4 (6),15197060,8786090,5.82,3.36,3.36,NA,NA,878609,NA
Kansas,2025-01-01,301837633,4 (6),28162002,16158362,9.33,5.35,5.35,NA,NA,1615836,NA
Kansas,2025-02-01,216186513,4 (6),34977452,23940145,16.18,11.07,11.07,NA,NA,2394015,NA
Kansas,2025-03-01,248409034,4 (6),15324368,8030319,6.17,3.23,3.23,NA,NA,803032,NA
Kansas,2025-04-01,208813091,4 (6),20404281,13174992,9.77,6.31,6.31,NA,NA,1317499,NA
Kansas,2025-05-01,199709373,4 (6),22950706,18951405,11.49,9.49,9.49,NA,NA,1895141,NA
Kansas,2025-06-01,185151156,4 (6),21683263,17248596,11.71,9.32,9.32,NA,NA,1724860,NA
Kansas,2025-07-01,173872672,4 (6),13076055,10494293,7.52,6.04,6.04,NA,NA,1049429,NA
Kansas,2025-08-01,189802925,4 (6),19126974,12472230,10.08,6.57,6.57,NA,NA,1247223,NA
Kentucky,2023-09-01,57816125,6 (7),2637387,2595402,4.56,NA,NA,NA,NA,318632,NA
Kentucky,2023-10-01,287976434,7 (7),54592965,54037982,18.96,NA,NA,NA,NA,7648288,NA
Kentucky,2023-11-01,282513960,7 (7),22234227,21580583,7.87,NA,NA,NA,NA,3054916,NA
Kentucky,2023-12-01,264063644,7 (7),32653842,32019855,12.37,NA,NA,NA,NA,4523276,NA
Kentucky,2024-01-01,257108230,7 (7),39250214,38207433,15.27,NA,NA,NA,NA,5365294,NA
Kentucky,2024-02-01,208375602,7 (7),21961415,21484037,10.54,NA,NA,NA,NA,3028968,NA
Kentucky,2024-03-01,256246090,7 (7),22107012,21492755,8.63,NA,NA,NA,NA,3036739,NA
Kentucky,2024-04-01,187319033,7 (7),23237278,22784643,12.41,NA,NA,NA,NA,3223744,NA
Kentucky,2024-05-01,181351571,7 (8),21603056,21164005,11.91,NA,NA,NA,NA,2985052,NA
Kentucky,2024-06-01,150313713,7 (8),15766953,15407161,10.49,NA,NA,NA,NA,2169705,NA
Kentucky,2024-07-01,129270003,7 (8),15431178,15116375,11.94,NA,NA,NA,NA,2134874,NA
Kentucky,2024-08-01,151409422,8 (8),12143829,11775362,8.02,NA,NA,NA,NA,1666257,NA
Kentucky,2024-09-01,255863415,8 (7),34241493,33640907,13.38,NA,NA,NA,NA,4747316,NA
Kentucky,2024-10-01,274928953,8 (7),21140572,20482114,7.69,NA,NA,NA,NA,2988346,NA
Kentucky,2024-11-01,301740758,8 (7),36629990,35898503,12.14,NA,NA,NA,NA,5046385,NA
Kentucky,2024-12-01,293022540,8 (7),20245506,19533128,6.91,NA,NA,NA,NA,2916545,NA
Kentucky,2025-01-01,277120574,9 (8),33638951,32975042,12.14,NA,NA,NA,NA,4683071,NA
Kentucky,2025-02-01,224733399,9 (8),29873955,29335475,13.29,NA,NA,NA,NA,4152286,NA
Kentucky,2025-03-01,293122264,9 (8),20107752,19450968,6.86,NA,NA,NA,NA,2740108,NA
Kentucky,2025-04-01,219760439,9 (8),24242434,23711149,11.03,NA,NA,NA,NA,3360317,NA
Kentucky,2025-05-01,209561145,9 (8),26211737,25703060,12.51,NA,NA,NA,NA,3524902,NA
Kentucky,2025-06-01,174823575,8 (8),23024927,22600854,13.17,NA,NA,NA,NA,3197133,NA
Kentucky,2025-07-01,161423832,8 (9),17685240,17291097,10.96,NA,NA,NA,NA,2438301,NA
Kentucky,2025-08-01,193089076,8 (9),22579550,22111665,11.69,NA,NA,NA,NA,3106417,NA
Louisiana,2021-11-01,27639592,8 (0),5685706,5685706,20.57,20.57,20.57,0,NA,568571,NA
Louisiana,2021-12-01,39495003,11 (0),4380930,4380930,11.09,11.09,11.09,0,NA,438093,NA
Louisiana,2022-01-01,89732385,13 (6),8019815,NA,8.94,-4.09,-4.09,40459715,NA,533289,NA
Louisiana,2022-02-01,238413596,13 (6),26673756,16652028,11.19,6.98,6.98,211015085,NA,2421487,NA
Louisiana,2022-03-01,232730341,15 (7),30943063,30140818,13.3,12.95,12.95,205745956,NA,3413595,NA
Louisiana,2022-04-01,208255060,15 (7),6140843,5607428,2.95,2.69,2.69,186044928,NA,2370932,NA
Louisiana,2022-05-01,171135819,16 (7),25691602,25327007,15.01,14.8,14.8,142641507,NA,2725138,NA
Louisiana,2022-06-01,132438215,16 (7),10891261,10694279,8.22,8.07,8.07,113730731,NA,1424413,NA
Louisiana,2022-07-01,118329243,17 (7),20729894,20598283,17.52,17.41,17.41,103342337,NA,2447185,NA
Louisiana,2022-08-01,128251857,17 (7),9713993,9460039,7.57,7.38,7.38,112051469,NA,1774343,NA
Louisiana,2022-09-01,207501595,17 (8),32263110,31894674,15.55,15.37,15.37,175979484,NA,3870435,NA
Louisiana,2022-10-01,255528321,17 (8),30694282,30243842,12.01,11.84,11.84,219040606,NA,4305414,NA
Louisiana,2022-11-01,268638967,17 (8),NA,NA,NA,NA,NA,233703879,NA,4244196,NA
Louisiana,2022-12-01,254280111,18 (8),37228918,36961082,14.64,14.54,14.54,218701200,NA,4356928,NA
Louisiana,2023-01-01,282269901,18 (8),35732168,28004732,12.66,9.92,9.92,245235035,NA,3320238,NA
Louisiana,2023-02-01,197709561,18 (8),23295088,19244557,11.78,9.73,9.73,175738465,NA,2544605,NA
Louisiana,2023-03-01,249279453,18 (8),32318327,29766267,12.96,11.94,11.94,223120918,NA,3281387,NA
Louisiana,2023-04-01,209746932,18 (8),23415200,22176065,11.16,10.57,10.57,190075189,NA,2945211,NA
Louisiana,2023-05-01,193587784,18 (8),29622000,28265818,15.3,14.6,14.6,177834173,NA,3555501,NA
Louisiana,2023-06-01,160083233,18 (8),13621060,12497192,8.51,7.81,7.81,145716595,NA,2093759,NA
Louisiana,2023-07-01,134757491,18 (8),18282477,17596675,13.57,13.06,13.06,122520979,NA,2185154,NA
Louisiana,2023-08-01,153933704,18 (9),18137683,17005851,11.78,11.05,11.05,138853445,NA,2109829,NA
Louisiana,2023-09-01,280093549,18 (9),43143474,41818991,15.4,14.93,14.93,248831422,NA,5318554,NA
Louisiana,2023-10-01,308613008,18 (9),43338752,42462771,14.04,13.76,13.76,276229708,NA,5319894,NA
Louisiana,2023-11-01,356480222,18 (10),29304005,19447300,8.22,5.46,5.46,332939959,NA,3245327,NA
Louisiana,2023-12-01,377046556,18 (10),56520231,55830527,14.99,14.81,14.81,344928425,NA,7590704,NA
Louisiana,2024-01-01,346320907,18 (10),52696465,38892781,15.22,11.23,11.23,317844144,NA,5681508,NA
Louisiana,2024-02-01,274775955,18 (9),31152229,25040585,11.34,9.11,9.11,253069041,NA,3765778,NA
Louisiana,2024-03-01,350006557,18 (9),37700995,33808209,10.77,9.66,9.66,319378658,NA,4910457,NA
Louisiana,2024-04-01,283059884,18 (9),40367859,36448346,14.26,12.88,12.88,263246414,NA,5387113,NA
Louisiana,2024-05-01,256659997,18 (9),34711724,33515106,13.52,13.06,13.06,238268987,NA,5767757,NA
Louisiana,2024-06-01,212056544,18 (9),27221159,26221684,12.84,12.37,12.37,195824918,NA,3850037,NA
Louisiana,2024-07-01,184543357,18 (9),25033903,24018221,13.57,13.01,13.01,172237023,NA,3511412,NA
Louisiana,2024-08-01,234512847,18 (9),27073504,25424915,11.54,10.84,10.84,218203499,NA,3698568,NA
Louisiana,2024-09-01,351679502,18 (9),55224101,52532280,15.7,14.94,14.94,320018718,NA,7642906,NA
Louisiana,2024-10-01,401847954,18 (9),40242459,41530208,10.01,10.33,10.33,368253997,NA,6231188,NA
Louisiana,2024-11-01,413465532,18 (9),54530632,56369869,13.19,13.63,13.63,380829686,NA,8175472,NA
Louisiana,2024-12-01,390727667,18 (9),34765968,35437441,8.9,9.07,9.07,362311308,NA,3412916,NA
Louisiana,2025-01-01,382873920,18 (9),28115053,40891535,7.34,10.68,10.68,354984753,NA,5923633,NA
Louisiana,2025-02-01,381244368,18 (9),41336466,47606303,10.84,12.49,12.49,355711472,NA,7034948,NA
Louisiana,2025-03-01,386427937,18 (9),43687959,27878099,11.31,7.21,7.21,361329555,NA,4086575,NA
Louisiana,2025-04-01,343838482,18 (9),36192076,38429589,10.53,11.18,11.18,326070615,NA,5833885,NA
Louisiana,2025-05-01,300668112,18 (9),43681144,45598285,14.53,15.17,15.17,284092998,NA,6715421,NA
Louisiana,2025-06-01,245347399,18 (9),30461764,32017621,12.42,13.05,13.05,231550535,NA,4745648,NA
Louisiana,2025-07-01,226678138,18 (9),30182790,31396450,13.32,13.85,13.85,213408818,NA,4652203,NA
Louisiana,2025-08-01,271416105,18 (9),32705463,33510722,12.05,12.35,12.35,251770106,NA,6805518,NA
Maine,2023-11-01,37605088,2,4723855,4641513,12.56,NA,NA,NA,NA,464152,NA
Maine,2023-12-01,44486835,2,4486317,4378842,10.08,NA,NA,NA,NA,437884,NA
Maine,2024-01-01,38133928,2,5553604,5461492,14.56,NA,NA,NA,NA,546149,NA
Maine,2024-02-01,32307640,2,4336679,4256021,13.42,NA,NA,NA,NA,425602,NA
Maine,2024-03-01,47556948,2,2822506,2706066,5.94,NA,NA,NA,NA,270607,NA
Maine,2024-04-01,38377183,2,4236887,4143561,11.04,NA,NA,NA,NA,414356,NA
Maine,2024-05-01,39884765,2,3409575,3312784,8.55,NA,NA,NA,NA,331279,NA
Maine,2024-06-01,39506937,2,3521324,3425135,8.91,NA,NA,NA,NA,342513,NA
Maine,2024-07-01,42762344,2,6136157,6032843,14.35,NA,NA,NA,NA,603284,NA
Maine,2024-08-01,35619698,2,3642239,3555763,10.23,NA,NA,NA,NA,355577,NA
Maine,2024-09-01,51817670,2 (1 Retail),6795338,6671881,13.11,NA,NA,NA,NA,667188,NA
Maine,2024-10-01,52305632,2 (1),3968997,3842048,7.59,NA,NA,NA,NA,384205,NA
Maine,2024-11-01,51903970,2 (1),8129342,8003442,15.66,NA,NA,NA,NA,800344,NA
Maine,2024-12-01,52813495,2 (1),4078114,3976942,7.72,NA,NA,NA,NA,397694,NA
Maine,2025-01-01,50817780,2 (1),7116610,6993415,14,NA,NA,NA,NA,699342,NA
Maine,2025-02-01,41382258,2 (1),5328498,5228947,12.88,NA,NA,NA,NA,522895,NA
Maine,2025-03-01,49504692,2 (1),4264542,4143938,8.61,NA,NA,NA,NA,414394,NA
Maine,2025-04-01,46448635,2 (1),7351251,5615718,15.83,NA,NA,NA,NA,561571,NA
Maine,2025-05-01,40358155,2 (1),5284047,5185612,13.09,NA,NA,NA,NA,518561,NA
Maine,2025-06-01,34711876,2 (1),4568684,4484257,13.16,NA,NA,NA,NA,448426,NA
Maine,2025-07-01,44398657,2 (1),4207393,4099157,9.48,NA,NA,NA,NA,409916,NA
Maine,2025-08-01,46145138,2 (1),5314554,5203152,11.52,NA,NA,NA,NA,520316,NA
Maryland,2021-12-01,16552430,5 (0),3170000,3128660,19.15,18.9,18.9,NA,NA,469297,NA
Maryland,2022-01-01,32530831,5 (0),4375316,4293989,13.45,13.2,13.2,NA,NA,644098,NA
Maryland,2022-02-01,25526147,5 (0),955377,893710,3.74,3.5,3.5,NA,NA,134628,NA
Maryland,2022-03-01,31025892,5 (0),3927573,3846791,12.66,12.4,12.4,NA,NA,577019,NA
Maryland,2022-04-01,26908845,5 (0),2838501,2772004,10.55,10.3,10.3,NA,NA,415801,NA
Maryland,2022-05-01,23095542,5 (0),3077031,3019311,13.32,13.07,13.07,NA,NA,452897,NA
Maryland,2022-06-01,19121331,5 (0),1309834,1262156,6.85,6.6,6.6,NA,NA,189323,NA
Maryland,2022-07-01,15492757,6 (0),2026548,1987849,13.08,12.83,12.83,NA,NA,298177,NA
Maryland,2022-08-01,18650802,7 (0),3231851,3185601,17.33,17.08,17.08,NA,NA,477840,NA
Maryland,2022-09-01,31376072,7 (0),6639776,6562053,21.16,20.91,20.91,NA,NA,984308,NA
Maryland,2022-10-01,39663586,8 (0),5309436,5210947,13.39,13.14,13.14,NA,NA,781642,NA
Maryland,2022-11-01,219071374,9 (7),30620539,NA,13.98,NA,NA,186084496,NA,704728,NA
Maryland,2022-12-01,497121656,9 (7),85168804,12967370,17.13,2.61,2.61,478270326,NA,440043,NA
Maryland,2023-01-01,441481779,10 (7),59601405,14097423,13.5,3.19,3.19,422657954,NA,2114613,NA
Maryland,2023-02-01,339421456,10 (8),40214645,18645869,11.85,5.49,5.49,325078708,NA,2796880,NA
Maryland,2023-03-01,385967195,10 (8),47548313,35400380,12.32,9.17,9.17,370290622,NA,5310057,NA
Maryland,2023-04-01,328454397,10 (9),35644586,25764571,10.85,7.84,7.84,313472676,NA,3864686,NA
Maryland,2023-05-01,320199671,10 (10),42742217,31004743,13.35,9.68,9.68,305063591,NA,4650711,NA
Maryland,2023-06-01,254476790,10 (10),27077118,18900337,10.64,7.43,7.43,243817173,NA,2835051,NA
Maryland,2023-07-01,247412348,10 (11),28114521,22084219,11.36,8.93,8.93,237525908,NA,3312633,NA
Maryland,2023-08-01,263729559,12 (12),24900637,17037804,9.44,6.46,6.46,250360244,NA,2555671,NA
Maryland,2023-09-01,442450666,13 (12),45575924,21542849,10.3,4.87,4.87,420957789,NA,3231427,NA
Maryland,2023-10-01,483147391,13 (12),58701910,38748301,12.15,8.02,8.02,463502423,NA,5812245,NA
Maryland,2023-11-01,550716329,13 (12),41628983,21330194,7.56,3.87,3.87,533276787,NA,3199529,NA
Maryland,2023-12-01,559865463,13 (12),62330933,43216018,11.13,7.72,7.72,541650934,NA,6482403,NA
Maryland,2024-01-01,544971369,13 (12),80000451,54978978,14.68,10.09,10.09,527778629,NA,8246847,NA
Maryland,2024-02-01,442557658,13 (12),43445464,28070076,9.82,6.34,6.34,428432673,NA,4210511,NA
Maryland,2024-03-01,536730427,13 (12),45104096,32359903,8.4,6.03,6.03,522107503,NA,4853985,NA
Maryland,2024-04-01,486319124,13 (12),50420705,37909642,10.37,7.8,7.8,474993823,NA,5686446,NA
Maryland,2024-05-01,431528137,13 (13),51065131,46608364,11.83,10.8,10.8,419488480,NA,6991255,NA
Maryland,2024-06-01,384687982,13 (13),39668882,38190023,10.31,9.93,9.93,373418990,NA,5728503,NA
Maryland,2024-07-01,333269669,12 (13),43764980,41693709,13.13,12.51,12.51,324900680,NA,6254056,NA
Maryland,2024-08-01,377381689,12 (12),39249995,37228689,10.4,9.86,9.86,368400947,NA,5584303,NA
Maryland,2024-09-01,532866676,12 (11),65431800,62530653,12.28,11.73,11.73,518910635,NA,9379598,NA
Maryland,2024-10-01,593105471,12 (11),49601687,46998314,8.36,7.92,7.92,576429289,NA,7049747,NA
Maryland,2024-11-01,639867400,12 (11),82338595,78653567,12.87,12.29,12.29,621012112,NA,11798035,NA
Maryland,2024-12-01,637301168,12 (11),45622988,43405101,7.16,6.81,6.81,619458099,NA,6510765,NA
Maryland,2025-01-01,618824226,13 (11),82095604,54964079,13.27,8.88,8.88,601253356,NA,8244612,NA
Maryland,2025-02-01,475708504,13 (11),59974565,42334492,12.61,8.9,8.9,463172911,NA,6350174,NA
Maryland,2025-03-01,588500308,12 (11),47851961,29462687,8.13,5.01,5.01,573354414,NA,4419403,NA
Maryland,2025-04-01,513716232,12 (11),59168444,42398893,11.52,8.25,8.25,501403954,NA,6359834,NA
Maryland,2025-05-01,504448190,12 (11),66309912,51642420,13.15,10.24,10.24,494189620,NA,7746363,NA
Maryland,2025-06-01,403841872,12 (11),57109738,46367418,14.14,11.48,11.48,396184225,NA,9226682,NA
Maryland,2025-07-01,364075296,12 (11),44560774,36476351,12.24,10.02,10.02,357525580,NA,7252318,NA
Maryland,2025-08-01,434220458,12 (11),52459100,45536710,12.08,10.49,10.49,426612092,NA,9039368,NA
Massachusetts,2023-01-01,510948,3 (0),NA,NA,-1.42,-1.67,-1.67,NA,NA,9861,NA
Massachusetts,2023-02-01,25726635,3 (0),2072672,2010224,8.06,7.81,7.81,NA,NA,301534,NA
Massachusetts,2023-03-01,568091233,3 (6),48289185,47060911,8.5,8.28,8.28,548102467,NA,9339417,NA
Massachusetts,2023-04-01,579262823,3 (6),60301564,58912777,10.41,10.17,10.17,566236867,NA,11799200,NA
Massachusetts,2023-05-01,454965416,3 (8),62073252,60970669,13.64,13.4,13.4,443559715,NA,12120399,NA
Massachusetts,2023-06-01,332028172,3 (8),33000352,32204595,9.94,9.7,9.7,323510971,NA,6433223,NA
Massachusetts,2023-07-01,294924777,3 (8),30132777,29409053,10.22,9.97,9.97,288119407,NA,5812041,NA
