Month,Handle,Revenue,Hold,Taxes,State
November 2023,"$550,716,329","$41,628,982",7.6%,"$3,199,529",Maryland
December 2023,"$559,865,463","$62,330,932",11.1%,"$6,482,403",Maryland
January 2024,"$544,971,369","$80,000,651",14.7%,"$8,246,847",Maryland
February 2024,"$442,557,658","$43,445,464",9.8%,"$4,210,511",Maryland
March 2024,"$536,730,427","$45,104,095",8.4%,"$4,853,986",Maryland
April 2024,"$486,319,123","$50,420,705",10.4%,"$5,686,446",Maryland
May 2024,"$431,528,137","$51,065,131",11.8%,"$6,991,255",Maryland
June 2024,"$384,687,981","$39,668,882",10.3%,"$5,728,503",Maryland
July 2024,"$333,269,669","$43,764,979",13.1%,"$6,254,056",Maryland
August 2024,"$377,381,689","$39,249,994",10.4%,"$5,584,303",Maryland
September 2024,"$532,866,676","$65,431,799",12.3%,"$9,379,598",Maryland
October 2024,"$593,105,471","$49,601,687",8.4%,"$7,049,747",Maryland
November 2024,"$639,867,400","$82,338,595",12.9%,"$11,798,035",Maryland
December 2024,"$637,301,167","$45,622,988",7.2%,"$6,510,765",Maryland
January 2025,"$618,824,226","$82,095,604",13.3%,"$8,244,612",Maryland
February 2025,"$475,708,504","$59,974,564",12.6%,"$6,350,174",Maryland
March 2025,"$588,500,308","$47,851,962",8.1%,"$4,419,403",Maryland
April 2025,"$513,716,232","$59,168,444",11.5%,"$6,359,834",Maryland
May 2025,"$504,448,189","$66,309,912",13.1%,"$7,746,363",Maryland
June 2025,"$403,841,872","$57,109,738",14.1%,"$9,226,682",Maryland
July 2025,"$364,075,296","$44,560,773",12.2%,"$7,252,318",Maryland
August 2025,"$434,220,458","$52,459,100",12.1%,"$9,039,368",Maryland
Total,"$15,457,382,250","$1,771,976,844",11.5%,"$193,668,517",Maryland
January 2023,"$642,630","$65,076",10.1%,"$9,718",Massachusetts
February 2023,"$24,979,240","$1,486,743",6.0%,"$202,660",Massachusetts
March 2023,"$584,520,728","$48,321,254",8.3%,"$9,345,767",Massachusetts
April 2023,"$574,829,883","$60,509,931",10.5%,"$11,799,200",Massachusetts
May 2023,"$457,140,440","$62,096,790",13.6%,"$12,120,400",Massachusetts
June 2023,"$332,312,764","$32,918,844",9.9%,"$6,409,217",Massachusetts
July 2023,"$296,640,882","$30,132,704",10.2%,"$5,842,263",Massachusetts
August 2023,"$320,736,344","$23,533,469",7.3%,"$4,532,848",Massachusetts
September 2023,"$519,792,909","$51,033,638",9.8%,"$9,898,638",Massachusetts
October 2023,"$567,177,959","$60,715,050",10.7%,"$11,817,541",Massachusetts
November 2023,"$654,894,685","$50,551,441",7.7%,"$9,770,946",Massachusetts
December 2023,"$655,598,548","$62,161,918",9.5%,"$12,045,361",Massachusetts
January 2024,"$650,279,922","$72,718,241",11.2%,"$14,165,765",Massachusetts
February 2024,"$538,839,465","$53,857,610",10.0%,"$10,514,395",Massachusetts
March 2024,"$658,740,411","$47,840,152",7.3%,"$9,208,587",Massachusetts
April 2024,"$601,732,077","$51,131,274",8.5%,"$9,918,583",Massachusetts
May 2024,"$587,433,477","$59,025,991",10.0%,"$11,485,181",Massachusetts
June 2024,"$505,365,090","$42,427,413",8.4%,"$8,232,157",Massachusetts
July 2024,"$414,278,424","$42,232,314",10.2%,"$8,180,118",Massachusetts
August 2024,"$453,078,241","$34,500,602",7.6%,"$6,646,701",Massachusetts
September 2024,"$679,185,062","$75,371,722",11.1%,"$14,635,557",Massachusetts
October 2024,"$751,665,344","$50,321,644",6.7%,"$9,659,885",Massachusetts
November 2024,"$779,193,225","$82,589,650",10.6%,"$16,049,678",Massachusetts
December 2024,"$784,218,035","$59,418,827",7.6%,"$11,499,381",Massachusetts
January 2025,"$762,349,450","$96,372,001",12.6%,"$18,836,029",Massachusetts
February 2025,"$622,888,989","$67,108,767",10.8%,"$13,103,806",Massachusetts
March 2025,"$775,092,727","$54,246,757",7.0%,"$10,410,483",Massachusetts
April 2025,"$688,062,638","$67,625,682",9.8%,"$13,163,929",Massachusetts
May 2025,"$655,362,561","$82,479,454",12.6%,"$16,104,935",Massachusetts
June 2025,"$529,760,307","$63,455,206",12.0%,"$12,386,337",Massachusetts
July 2025,"$491,542,714","$49,227,738",10.0%,"$9,577,074",Massachusetts
Total,"$16,918,335,173","$1,635,477,903",9.7%,"$317,573,140",Massachusetts
March 2020,"$593,956","$105,548",17.8%,"$8,866",Michigan
April 2020,$0,$0,,$0,Michigan
May 2020,$0,$0,,$0,Michigan
June 2020,$0,$0,,$0,Michigan
July 2020,$0,$0,,$0,Michigan
August 2020,"$15,744,256","$1,977,052",12.6%,"$166,072",Michigan
September 2020,"$33,503,929","$4,376,407",13.1%,"$367,618",Michigan
October 2020,"$46,120,824","$7,596,972",16.5%,"$638,146",Michigan
November 2020,"$25,080,140","$2,337,638",9.3%,"$196,362",Michigan
December 2020,"$9,720,393","$1,883,240",19.4%,"$158,192",Michigan
January 2021,"$150,849,896","$17,423,564",11.6%,"$517,022",Michigan
February 2021,"$325,569,037","$9,395,302",2.9%,"$242,185",Michigan
March 2021,"$383,691,892","$35,238,593",9.2%,"$1,111,886",Michigan
April 2021,"$274,212,630","$21,922,961",8.0%,"$629,336",Michigan
May 2021,"$257,748,035","$21,228,714",8.2%,"$1,140,664",Michigan
June 2021,"$259,504,202","$27,244,793",10.5%,"$1,638,701",Michigan
July 2021,"$206,267,088","$20,766,255",10.1%,"$1,241,237",Michigan
August 2021,"$208,565,955","$17,536,332",8.4%,"$896,007",Michigan
September 2021,"$386,780,231","$27,135,351",7.0%,"$981,126",Michigan
October 2021,"$497,565,425","$26,947,289",5.4%,"$1,129,191",Michigan
November 2021,"$500,521,376","$58,762,835",11.7%,"$2,893,243",Michigan
December 2021,"$514,630,536","$35,920,227",7.0%,"$1,208,065",Michigan
January 2022,"$532,681,710","$36,647,758",6.9%,"$2,135,046",Michigan
February 2022,"$423,768,381","$21,633,471",5.1%,"$581,548",Michigan
March 2022,"$477,967,947","$32,445,133",6.8%,"$1,466,772",Michigan
April 2022,"$396,009,819","$32,630,491",8.2%,"$1,696,097",Michigan
May 2022,"$356,130,390","$35,920,231",10.1%,"$1,992,223",Michigan
June 2022,"$292,389,429","$15,826,610",5.4%,"$569,834",Michigan
July 2022,"$224,966,256","$22,874,582",10.2%,"$1,307,287",Michigan
August 2022,"$229,797,476","$25,654,849",11.2%,"$1,490,223",Michigan
September 2022,"$383,102,602","$50,442,748",13.2%,"$2,601,351",Michigan
October 2022,"$504,336,507","$51,362,299",10.2%,"$2,972,271",Michigan
November 2022,"$498,118,043","$42,758,230",8.6%,"$2,494,635",Michigan
December 2022,"$494,820,409","$50,450,735",10.2%,"$2,827,280",Michigan
January 2023,"$490,904,822","$33,785,629",6.9%,"$1,727,227",Michigan
February 2023,"$357,161,200","$23,134,728",6.5%,"$959,332",Michigan
March 2023,"$421,666,037","$46,016,812",10.9%,"$2,900,149",Michigan
April 2023,"$338,127,853","$36,275,215",10.7%,"$2,403,415",Michigan
May 2023,"$305,275,755","$36,125,966",11.8%,"$2,152,149",Michigan
June 2023,"$235,996,767","$17,928,415",7.6%,"$858,495",Michigan
July 2023,"$208,808,123","$22,985,461",11.0%,"$1,529,187",Michigan
August 2023,"$228,495,763","$23,480,419",10.3%,"$1,472,826",Michigan
September 2023,"$475,772,391","$45,606,094",9.6%,"$1,853,777",Michigan
October 2023,"$551,127,024","$46,135,708",8.4%,"$2,537,783",Michigan
November 2023,"$584,142,443","$37,043,266",6.3%,"$1,180,415",Michigan
December 2023,"$613,425,699","$65,920,318",10.7%,"$4,021,700",Michigan
January 2024,"$601,585,142","$48,197,778",8.0%,"$2,026,498",Michigan
February 2024,"$415,816,758","$30,361,417",7.3%,"$1,289,879",Michigan
March 2024,"$497,622,752","$43,534,858",8.7%,"$2,466,112",Michigan
April 2024,"$414,426,339","$43,437,160",10.5%,"$2,616,238",Michigan
May 2024,"$354,836,011","$42,766,351",12.1%,"$2,597,165",Michigan
June 2024,"$285,170,266","$31,802,442",11.2%,"$1,598,793",Michigan
July 2024,"$256,764,457","$29,041,633",11.3%,"$1,449,451",Michigan
August 2024,"$289,680,651","$29,053,190",10.0%,"$1,303,865",Michigan
September 2024,"$523,776,650","$59,216,535",11.3%,"$2,029,809",Michigan
October 2024,"$582,611,718","$32,209,323",5.5%,"$907,667",Michigan
November 2024,"$671,219,907","$60,207,253",9.0%,"$2,673,011",Michigan
December 2024,"$617,500,845","$20,486,082",3.3%,"$250,497",Michigan
January 2025,"$574,628,174","$85,560,634",14.9%,"$4,344,539",Michigan
February 2025,"$388,079,420","$46,811,512",12.1%,"$2,235,236",Michigan
March 2025,"$487,163,311","$33,549,825",6.9%,"$1,204,008",Michigan
April 2025,"$426,993,695","$42,958,991",10.1%,"$1,958,998",Michigan
May 2025,"$395,296,514","$51,245,146",13.0%,"$2,758,483",Michigan
June 2025,"$309,922,493","$45,289,962",14.6%,"$2,401,925",Michigan
July 2025,"$288,488,356","$35,116,688",12.2%,"$1,848,982",Michigan
August 2025,"$345,619,335","$50,512,970",14.6%,"$2,756,108",Michigan
Total,"$22,448,865,439","$2,052,243,994",9.1%,"$101,612,206",Michigan
August 2018,"$7,696,051","$645,057",8.4%,"$77,407",Mississippi
September 2018,"$31,770,270","$5,503,793",17.3%,"$660,455",Mississippi
October 2018,"$32,837,334","$1,178,343",3.6%,"$141,401",Mississippi
November 2018,"$44,499,883","$1,674,250",3.8%,"$200,910",Mississippi
December 2018,"$41,762,048","$6,174,224",14.8%,"$740,907",Mississippi
January 2019,"$35,190,774","$2,793,238",7.9%,"$335,189",Mississippi
February 2019,"$25,148,135","$2,756,439",11.0%,"$330,773",Mississippi
March 2019,"$32,421,264","$4,898,726",15.1%,"$587,847",Mississippi
April 2019,"$19,188,763","$2,057,834",10.7%,"$246,940",Mississippi
May 2019,"$17,438,288","$1,191,967",6.8%,"$143,036",Mississippi
June 2019,"$15,190,666","$1,625,113",10.7%,"$195,014",Mississippi
July 2019,"$13,383,383","$1,053,776",7.9%,"$126,453",Mississippi
August 2019,"$19,876,370","$2,884,348",14.5%,"$346,122",Mississippi
September 2019,"$37,870,989","$5,631,583",14.9%,"$675,790",Mississippi
October 2019,"$48,019,481","$12,295,357",25.6%,"$1,475,443",Mississippi
November 2019,"$56,369,036","$3,784,071",6.7%,"$454,088",Mississippi
December 2019,"$49,076,433","$3,478,919",7.1%,"$417,470",Mississippi
January 2020,"$45,190,371","$4,637,967",10.3%,"$556,556",Mississippi
February 2020,"$34,462,822","$2,105,780",6.1%,"$252,694",Mississippi
March 2020,"$10,749,403","$648,647",6.0%,"$77,838",Mississippi
April 2020,$0,$0,,$0,Mississippi
May 2020,"$236,503","$87,697",37.1%,"$10,524",Mississippi
June 2020,"$1,575,859","-$62,231",-3.9%,"-$7,468",Mississippi
July 2020,"$7,916,665","$1,335,763",16.9%,"$160,292",Mississippi
August 2020,"$40,489,135","$3,748,732",9.3%,"$449,848",Mississippi
September 2020,"$52,220,289","$6,598,931",12.6%,"$791,872",Mississippi
October 2020,"$61,192,425","$8,769,600",14.3%,"$1,052,352",Mississippi
November 2020,"$54,443,370","$8,108,102",14.9%,"$972,972",Mississippi
December 2020,"$55,298,807","$7,762,542",14.0%,"$931,505",Mississippi
January 2021,"$67,707,628","$9,114,483",13.5%,"$1,093,738",Mississippi
February 2021,"$47,807,574","$4,606,840",9.6%,"$552,821",Mississippi
March 2021,"$50,546,886","$5,237,031",10.4%,"$628,444",Mississippi
April 2021,"$32,917,836","$4,300,968",13.1%,"$516,116",Mississippi
May 2021,"$36,125,896","$3,888,299",10.8%,"$466,596",Mississippi
June 2021,"$43,099,180","$3,194,317",7.4%,"$383,318",Mississippi
July 2021,"$30,659,426","$2,887,695",9.4%,"$346,523",Mississippi
August 2021,"$21,436,948","$1,886,405",8.8%,"$226,369",Mississippi
September 2021,"$54,835,753","$8,846,121",16.1%,"$1,061,535",Mississippi
October 2021,"$83,527,015","$9,146,353",11.0%,"$1,097,562",Mississippi
November 2021,"$60,582,141","$9,520,846",15.7%,"$1,142,502",Mississippi
December 2021,"$56,839,743","$3,238,730",5.7%,"$388,648",Mississippi
January 2022,"$66,523,295","$6,521,389",9.8%,"$782,567",Mississippi
February 2022,"$40,871,618","$1,887,995",4.6%,"$226,559",Mississippi
March 2022,"$47,523,073","$3,965,723",8.3%,"$475,887",Mississippi
April 2022,"$35,503,585","$4,209,290",11.9%,"$505,115",Mississippi
May 2022,"$29,233,786","$4,006,359",13.7%,"$480,763",Mississippi
June 2022,"$25,096,238","$2,082,091",8.3%,"$249,851",Mississippi
July 2022,"$18,296,341","$2,527,212",13.8%,"$303,265",Mississippi
August 2022,"$21,234,898","$2,687,465",12.7%,"$322,496",Mississippi
September 2022,"$43,139,311","$8,779,943",20.4%,"$1,053,593",Mississippi
October 2022,"$56,199,189","$7,687,183",13.7%,"$922,462",Mississippi
November 2022,"$73,605,361","$5,087,585",6.9%,"$610,510",Mississippi
December 2022,"$74,358,933","$11,297,381",15.2%,"$1,355,686",Mississippi
January 2023,"$57,223,251","$5,117,380",8.9%,"$614,086",Mississippi
February 2023,"$39,807,504","$3,143,541",7.9%,"$377,225",Mississippi
March 2023,"$46,689,392","$4,953,171",10.6%,"$594,381",Mississippi
April 2023,"$31,805,004","$4,347,138",13.7%,"$521,657",Mississippi
May 2023,"$26,761,691","$3,180,953",11.9%,"$381,714",Mississippi
June 2023,"$20,414,902","$1,848,676",9.1%,"$221,841",Mississippi
July 2023,"$17,728,739","$2,463,671",13.9%,"$295,641",Mississippi
August 2023,"$21,392,231","$2,691,244",12.6%,"$322,949",Mississippi
September 2023,"$51,647,915","$8,144,028",15.8%,"$977,283",Mississippi
October 2023,"$49,503,679","$7,344,506",14.8%,"$881,341",Mississippi
November 2023,"$62,412,735","$3,103,061",5.0%,"$372,367",Mississippi
December 2023,"$48,888,089","$4,886,771",10.0%,"$586,413",Mississippi
January 2024,"$57,223,251","$5,117,380",8.9%,"$614,086",Mississippi
February 2024,"$31,374,402","$2,297,096",7.3%,"$275,652",Mississippi
March 2024,"$44,536,548","$3,362,903",7.6%,"$403,548",Mississippi
April 2024,"$34,259,933","$3,123,104",9.1%,"$374,772",Mississippi
May 2024,"$27,005,663","$2,058,986",7.6%,"$247,078",Mississippi
June 2024,"$19,373,328","$1,942,407",10.0%,"$233,089",Mississippi
July 2024,"$13,919,354","$1,876,206",13.5%,"$225,145",Mississippi
August 2024,"$22,634,557","$3,184,653",14.1%,"$382,158",Mississippi
September 2024,"$51,767,998","$7,043,852",13.6%,"$845,262",Mississippi
October 2024,"$48,581,329","$2,864,365",5.9%,"$343,724",Mississippi
November 2024,"$57,887,406","$8,048,596",13.9%,"$965,832",Mississippi
December 2024,"$56,437,278","-$871,100",-1.5%,"-$104,532",Mississippi
January 2025,"$42,524,280","$5,083,475",12.0%,"$610,017",Mississippi
February 2025,"$30,544,101","$1,294,775",4.2%,"$155,373",Mississippi
March 2025,"$34,455,293","$1,910,770",5.5%,"$229,292",Mississippi
April 2025,"$24,940,446","$3,689,186",14.8%,"$442,702",Mississippi
May 2025,"$22,587,837","$3,412,048",15.1%,"$409,446",Mississippi
June 2025,"$18,173,188","$2,745,322",15.1%,"$329,439",Mississippi
July 2025,"$15,036,553","$2,625,779",17.5%,"$315,093",Mississippi
August 2025,"$21,905,770","$3,804,858",17.4%,"$456,583",Mississippi
Total,"$3,158,630,115","$345,815,073",10.9%,"$41,497,809",Mississippi
March 2020,"$8,051","$3,130",38.9%,"$1,395",Montana
April 2020,$434,-$289,-66.6%,-$199,Montana
May 2020,"$113,283","$30,502",26.9%,"$11,504",Montana
June 2020,"$346,600","$68,714",19.8%,"$20,433",Montana
July 2020,"$1,554,924","$170,766",11.0%,"$9,164",Montana
August 2020,"$2,606,465","$240,986",9.2%,"-$11,797",Montana
September 2020,"$2,452,736","$303,394",12.4%,"$34,872",Montana
October 2020,"$2,935,271","$491,142",16.7%,"$118,569",Montana
November 2020,"$3,184,529","$465,183",14.6%,"$88,038",Montana
December 2020,"$5,568,187","$594,935",10.7%,"$22,870",Montana
January 2021,"$5,142,569","$486,975",9.5%,"-$16,369",Montana
February 2021,"$3,863,473","$309,201",8.0%,"-$46,288",Montana
March 2021,"$4,411,507","$652,401",14.8%,"$126,750",Montana
April 2021,"$3,253,865","$501,413",15.4%,"$105,616",Montana
May 2021,"$3,981,680","$496,740",12.5%,"$59,143",Montana
June 2021,"$3,700,999","$385,441",10.4%,"$9,205",Montana
July 2021,"$2,629,806","$446,624",17.0%,"$110,186",Montana
August 2021,"$3,349,655","$475,519",14.2%,"$84,332",Montana
September 2021,"$3,023,972","$561,587",18.6%,"$155,514",Montana
October 2021,"$4,404,020","$568,817",12.9%,"$77,049",Montana
November 2021,"$4,531,859","$879,240",19.4%,"$255,632",Montana
December 2021,"$4,922,327","$642,265",13.0%,"$90,020",Montana
January 2022,"$5,117,844","$669,464",13.1%,"$94,608",Montana
February 2022,"$3,631,705","$705,841",19.4%,"$205,602",Montana
March 2022,"$3,981,218","$671,606",16.9%,"$164,091",Montana
April 2022,"$3,243,425","$389,693",12.0%,"$39,210",Montana
May 2022,"$3,236,702","$382,130",11.8%,"$35,076",Montana
June 2022,"$2,911,455","$274,694",9.4%,"-$9,871",Montana
July 2022,"$2,560,000","$274,000",10.7%,"$10,800",Montana
August 2022,"$2,975,100","$440,591",14.8%,"$85,849",Montana
September 2022,"$4,940,321","$975,542",19.7%,"$288,906",Montana
October 2022,"$5,319,627","$681,222",12.8%,"$89,556",Montana
November 2022,"$5,782,523","$777,488",13.4%,"$119,541",Montana
December 2022,"$7,218,595","$931,178",12.9%,"$125,591",Montana
January 2023,"$7,139,581","$979,495",13.7%,"$159,322",Montana
February 2023,"$4,366,807","$560,668",12.8%,"$74,392",Montana
March 2023,"$5,784,045","$925,542",16.0%,"$208,283",Montana
April 2023,"$5,201,964","$633,005",12.2%,"$67,685",Montana
May 2023,"$4,457,829","$666,686",15.0%,"$132,542",Montana
June 2023,"$3,353,974","$282,263",8.4%,"-$31,881",Montana
July 2023,"$2,587,209","$560,046",21.6%,"$180,795",Montana
August 2023,"$3,221,337","$337,442",10.5%,"$9,185",Montana
September 2023,"$6,204,965","$676,451",10.9%,"$33,573",Montana
October 2023,"$6,787,517","$1,102,195",16.2%,"$254,066",Montana
November 2023,"$6,996,429","$717,423",10.3%,"$10,668",Montana
December 2023,"$6,157,163","$1,005,395",16.3%,"$233,807",Montana
January 2024,"$5,863,499","$852,106",14.5%,"$159,454",Montana
February 2024,"$4,702,532","$253,229",5.4%,"-$130,215",Montana
March 2024,"$6,588,001","$500,562",7.6%,"-$94,943",Montana
April 2024,"$5,486,090","$644,653",11.8%,"$57,626",Montana
May 2024,"$4,865,206","$599,685",12.3%,"$67,899",Montana
June 2024,"$3,880,623","$427,612",11.0%,"$23,730",Montana
July 2024,"$2,947,631","$567,829",19.3%,"$163,840",Montana
August 2024,"$3,782,754","$717,347",19.0%,"$203,443",Montana
September 2024,"$6,779,010","$893,171",13.2%,"$129,162",Montana
October 2024,"$7,590,963","-$26,939",-0.4%,"-$471,621",Montana
November 2024,"$7,427,896","$1,593,724",21.5%,"$510,561",Montana
December 2024,"$6,555,798","$110,041",1.7%,"-$327,323",Montana
January 2025,"$5,750,903","$1,289,382",22.4%,"$428,575",Montana
February 2025,"$3,743,226","$185,247",4.9%,"-$113,445",Montana
March 2025,"$6,200,120","$685,026",11.0%,"$39,008",Montana
April 2025,"$6,207,185","$759,848",12.2%,"$83,478",Montana
May 2025,"$4,981,328","$763,059",15.3%,"$158,956",Montana
June 2025,"$3,957,691","$1,023,494",25.9%,"$376,635",Montana
July 2025,"$3,724,170","$617,135",16.6%,"$146,831",Montana
August 2025,"$4,510,557","$791,342",17.5%,"$204,172",Montana
Total,"$284,708,729","$37,642,299",13.2%,"$5,502,856",Montana
June 2023,"$5,081",-$508,-10.0%,$0,Nebraska
July 2023,"$821,132","$82,113",10.0%,"$16,423",Nebraska
August 2023,"$1,056,513","$105,651",10.0%,"$21,130",Nebraska
September 2023,"$2,476,070","$247,606",10.0%,"$49,521",Nebraska
October 2023,"$3,851,746","$385,175",10.0%,"$77,035",Nebraska
November 2023,"$3,251,008","$325,100",10.0%,"$65,018",Nebraska
December 2023,"$6,338,108","$633,811",10.0%,"$126,761",Nebraska
January 2024,"$5,269,600","$410,236",7.8%,"$93,720",Nebraska
February 2024,"$2,633,123","$133,106",5.1%,"$39,643",Nebraska
March 2024,"$4,524,623","$449,533",9.9%,"$90,200",Nebraska
April 2024,"$3,772,023","$377,203",10.0%,"$75,441",Nebraska
May 2024,"$3,405,146","$340,515",10.0%,"$68,102",Nebraska
June 2024,"$3,185,329","$318,533",10.0%,"$63,707",Nebraska
July 2024,"$2,480,300","$248,030",10.0%,"$49,607",Nebraska
August 2024,"$2,123,480","$175,009",8.2%,"$38,736",Nebraska
September 2024,"$6,977,686","$697,769",10.0%,"$139,554",Nebraska
October 2024,"$4,838,033","$483,803",10.0%,"$96,761",Nebraska
November 2024,"$12,055,153","$1,205,515",10.0%,"$241,103",Nebraska
December 2024,"$1,713,347","-$125,209",-7.3%,"$4,612",Nebraska
January 2025,"$8,570,534","$857,053",10.0%,"$171,410",Nebraska
February 2025,"$6,060,582","$606,058",10.0%,"$121,212",Nebraska
March 2025,"$3,157,366","$315,736",10.0%,"$63,148",Nebraska
April 2025,"$4,962,077","$496,208",10.0%,"$99,241",Nebraska
May 2025,"$8,019,784","$801,979",10.0%,"$160,396",Nebraska
June 2025,"$6,670,320","$667,033",10.0%,"$133,407",Nebraska
July 2025,"$4,010,424","$401,041",10.0%,"$80,209",Nebraska
Total,"$112,228,588","$10,638,099",9.5%,"$2,186,097",Nebraska
June 2018,"$286,282,315","$20,172,000",7.0%,"$1,361,610",Nevada
July 2018,"$245,109,818","$4,061,000",1.7%,"$274,118",Nevada
August 2018,"$247,622,046","$12,603,000",5.1%,"$850,703",Nevada
September 2018,"$571,371,045","$56,304,000",9.9%,"$3,800,520",Nevada
October 2018,"$528,086,065","$29,547,000",5.6%,"$1,994,423",Nevada
November 2018,"$580,693,817","$27,136,000",4.7%,"$1,831,680",Nevada
December 2018,"$562,133,600","$44,106,000",7.8%,"$2,977,155",Nevada
January 2019,"$496,689,151","$14,626,000",2.9%,"$987,255",Nevada
February 2019,"$458,498,365","$35,816,000",7.8%,"$2,417,580",Nevada
March 2019,"$597,045,387","$32,523,000",5.4%,"$2,195,303",Nevada
April 2019,"$328,025,447","$21,656,000",6.6%,"$1,461,780",Nevada
May 2019,"$317,511,432","$11,267,000",3.5%,"$760,523",Nevada
June 2019,"$322,050,433","$16,588,000",5.2%,"$1,119,690",Nevada
July 2019,"$235,961,371","$10,534,000",4.5%,"$711,045",Nevada
August 2019,"$287,811,624","$18,733,000",6.5%,"$1,264,478",Nevada
September 2019,"$546,193,707","$52,069,000",9.5%,"$3,514,658",Nevada
October 2019,"$543,922,446","$47,886,000",8.8%,"$3,232,305",Nevada
November 2019,"$614,070,720","$31,012,000",5.1%,"$2,093,310",Nevada
December 2019,"$571,142,557","$36,327,000",6.4%,"$2,452,073",Nevada
January 2020,"$502,279,982","$20,152,000",4.0%,"$1,360,260",Nevada
February 2020,"$491,705,606","$38,064,000",7.7%,"$2,569,320",Nevada
March 2020,"$141,108,201","$1,455,000",1.0%,"$98,213",Nevada
April 2020,"$28,131,869","$1,334,500",4.7%,"$90,079",Nevada
May 2020,"$28,131,869","$1,334,500",4.7%,"$90,079",Nevada
June 2020,"$78,152,387","-$483,000",-0.6%,"-$32,602",Nevada
July 2020,"$163,552,030","$6,295,000",3.8%,"$424,913",Nevada
August 2020,"$474,948,414","$16,985,000",3.6%,"$1,146,488",Nevada
September 2020,"$575,144,025","$32,895,000",5.7%,"$2,220,413",Nevada
October 2020,"$659,899,331","$42,388,000",6.4%,"$2,861,190",Nevada
November 2020,"$609,376,849","$61,807,000",10.1%,"$4,171,973",Nevada
December 2020,"$587,056,304","$40,573,000",6.9%,"$2,738,678",Nevada
January 2021,"$646,491,632","$52,381,000",8.1%,"$3,535,718",Nevada
February 2021,"$554,058,173","$31,846,000",5.7%,"$2,149,605",Nevada
March 2021,"$640,984,932","$39,346,000",6.1%,"$2,655,855",Nevada
April 2021,"$458,251,710","$27,210,000",5.9%,"$1,836,675",Nevada
May 2021,"$477,191,062","$27,079,000",5.7%,"$1,827,833",Nevada
June 2021,"$545,367,518","$29,186,000",5.4%,"$1,970,055",Nevada
July 2021,"$409,659,756","$33,278,000",8.1%,"$2,246,265",Nevada
August 2021,"$427,425,369","$14,342,000",3.4%,"$968,085",Nevada
September 2021,"$786,508,562","$54,205,000",6.9%,"$3,658,838",Nevada
October 2021,"$1,100,712,575","$48,312,000",4.4%,"$3,261,060",Nevada
November 2021,"$1,086,010,454","$71,971,000",6.6%,"$4,858,043",Nevada
December 2021,"$1,014,986,618","$15,960,000",1.6%,"$1,077,300",Nevada
January 2022,"$1,034,818,801","$49,997,000",4.8%,"$3,374,798",Nevada
February 2022,"$780,768,853","$30,920,000",4.0%,"$2,087,100",Nevada
March 2022,"$863,283,921","$36,926,000",4.3%,"$2,492,505",Nevada
April 2022,"$582,529,725","$25,368,000",4.4%,"$1,712,340",Nevada
May 2022,"$562,000,848","$26,999,000",4.8%,"$1,822,433",Nevada
June 2022,"$490,558,644","$23,835,000",4.9%,"$1,608,863",Nevada
July 2022,"$419,372,311","$18,591,000",4.4%,"$1,254,893",Nevada
August 2022,"$408,935,554","$16,072,000",3.9%,"$1,084,860",Nevada
September 2022,"$760,891,578","$70,629,000",9.3%,"$4,767,458",Nevada
October 2022,"$920,931,244","$56,859,000",6.2%,"$3,837,983",Nevada
November 2022,"$929,046,456","$37,671,000",4.1%,"$2,542,793",Nevada
December 2022,"$880,380,248","$55,204,000",6.3%,"$3,726,270",Nevada
January 2023,"$935,792,553","$50,440,000",5.4%,"$3,404,700",Nevada
February 2023,"$659,079,542","$41,277,000",6.3%,"$2,786,198",Nevada
March 2023,"$829,842,964","$43,851,000",5.3%,"$2,959,943",Nevada
April 2023,"$598,010,327","$32,415,000",5.4%,"$2,188,013",Nevada
May 2023,"$527,205,770","$30,064,000",5.7%,"$2,029,320",Nevada
June 2023,"$479,039,381","$9,503,000",2.0%,"$641,453",Nevada
July 2023,"$408,261,712","$25,256,000",6.2%,"$1,704,780",Nevada
August 2023,"$431,597,004","$18,101,000",4.2%,"$1,221,818",Nevada
September 2023,"$811,353,568","$62,297,000",7.7%,"$4,205,048",Nevada
October 2023,"$815,650,207","$68,111,000",8.4%,"$4,597,493",Nevada
November 2023,"$921,619,677","$40,992,000",4.4%,"$2,766,960",Nevada
December 2023,"$843,985,180","$59,090,000",7.0%,"$3,988,575",Nevada
January 2024,"$782,980,978","$64,739,000",8.3%,"$4,369,883",Nevada
February 2024,"$712,628,161","$47,910,000",6.7%,"$3,233,925",Nevada
March 2024,"$784,568,642","$29,762,000",3.8%,"$2,008,935",Nevada
April 2024,"$569,327,626","$30,792,000",5.4%,"$2,078,460",Nevada
May 2024,"$515,290,019","$36,027,000",7.0%,"$2,431,823",Nevada
June 2024,"$481,245,342","$29,809,000",6.2%,"$2,012,108",Nevada
July 2024,"$376,042,234","$25,787,000",6.9%,"$1,740,623",Nevada
August 2024,"$455,229,623","$25,025,000",5.5%,"$1,689,188",Nevada
September 2024,"$764,493,654","$80,856,000",10.6%,"$5,457,780",Nevada
October 2024,"$794,909,724","$28,930,000",3.6%,"$1,952,775",Nevada
November 2024,"$837,874,812","$67,529,000",8.1%,"$4,558,208",Nevada
December 2024,"$823,644,619","$14,954,000",1.8%,"$1,009,395",Nevada
January 2025,"$796,959,784","$72,594,000",9.1%,"$4,900,095",Nevada
